
umar,.,0,6,6,7,7,6,4,7,10,4,6,12,5,30,8,4,27,5,23,24,16
awais,8107,0,6,27,4,9,16,19,12,17,55,4,27,20,15,40,27,17,11,23,53,42,8,5,11,15,14,33,6,20
ddraig,1,0,6,7,5,6,3,11,7
Ali,12,0,21,27,12,19,15,5,7,33,28,15,37,35,30
shayan,2007,0,8,6,5,6,5,10,6,7,3,5
Ahmed,12,0,9,16
